51730,072;0,0;0,0
51730,172;0,0;0,0
51730,272;0,0;0,0
51730,373;0,0;0,0
51730,473;0,0;0,0
51730,574;0,0;0,0
51730,674;0,0;0,0
51730,774;0,0;0,0
51730,875;0,0;0,0
51730,975;0,0;0,0
51731,075;0,18000000000000682;1,8000000000262617
51731,176;0,0;-1,782178217779739
51731,276;0,0;0,0
51731,376;0,0;0,0
51731,477;0,0;0,0
51731,577;0,0;0,0
51731,677;0,0;0,0
51731,778;0,0;0,0
51731,878;0,18000000000000682;1,8000000000262617
51731,978;0,0;-1,7999999998952945
51732,079;0,0;0,0
51732,179;0,0;0,0
51732,279;0,0;0,0
51732,380;0,18000000000000682;1,7821782179081256
51732,480;0,0;-1,7999999998952945
51732,580;0,0;0,0
51732,681;0,0;0,0
51732,781;0,0;0,0
51732,882;0,0;0,0
51732,982;0,0;0,0
51733,082;0,0;0,0
51733,183;0,0;0,0
51733,283;0,0;0,0
51733,383;0,0;0,0
51733,484;0,0;0,0
51733,584;0,0;0,0
51733,684;0,0;0,0
51733,785;0,0;0,0
51733,885;0,0;0,0
51733,985;0,0;0,0
51734,086;0,0;0,0
51734,186;0,0;0,0
51734,286;0,0;0,0
51734,387;0,0;0,0
51734,487;0,0;0,0
51734,587;0,0;0,0
51734,688;0,0;0,0
51734,788;0,0;0,0
51734,889;0,0;0,0
51734,989;0,0;0,0
51735,089;0,0;0,0
51735,190;0,0;0,0
51735,290;0,0;0,0
51735,390;0,0;0,0
51735,491;0,0;0,0
51735,591;0,0;0,0
51735,691;0,0;0,0
51735,792;0,0;0,0
51735,892;0,0;0,0
51735,992;0,0;0,0
51736,093;0,0;0,0
51736,193;0,0;0,0
51736,293;0,0;0,0
51736,394;0,0;0,0
51736,494;0,0;0,0
51736,594;0,0;0,0
51736,695;0,0;0,0
51736,795;0,0;0,0
51736,895;0,0;0,0
51736,996;0,0;0,0
51737,096;0,0;0,0
51737,197;0,0;0,0
51737,297;0,0;0,0
51737,397;0,0;0,0
51737,498;0,0;0,0
51737,598;0,0;0,0
51737,698;0,0;0,0
51737,799;0,0;0,0
51737,899;0,0;0,0
51737,999;0,0;0,0
51738,100;0,0;0,0
51738,200;0,0;0,0
51738,300;0,0;0,0
51738,401;0,0;0,0
51738,501;0,0;0,0
51738,601;0,0;0,0
51738,702;0,0;0,0
51738,802;0,0;0,0
51738,902;0,0;0,0
51739,003;0,0;0,0
51739,103;0,0;0,0
51739,203;0,0;0,0
51739,304;0,0;0,0
51739,404;0,0;0,0
51739,505;0,0;0,0
51739,605;0,0;0,0
51739,705;0,0;0,0
51739,806;0,0;0,0
51739,906;0,0;0,0
51740,006;0,0;0,0
51740,107;0,0;0,0
51740,207;0,0;0,0
51740,307;0,0;0,0
51740,408;0,0;0,0
51740,508;0,0;0,0
51740,608;0,0;0,0
51740,709;0,0;0,0
51740,809;0,0;0,0
51740,909;0,0;0,0
51741,010;0,0;0,0
51741,110;0,0;0,0
